eq,variable,y,pred
1,1,0.0,0.02513684
1,10,0.0,0.025553513
1,100,0.0,0.026085217
1,101,0.0,0.025257166
1,102,0.0,0.02540588
1,103,0.155244073360998,0.025766205
1,104,0.0,0.025565092
1,105,0.0,0.025867838
1,106,0.0,0.025782246
1,107,0.0,0.026047502
1,108,0.0,0.025675122
1,109,0.0,0.0258057
1,11,0.149028163219592,0.025371555
1,110,0.0,0.025927182
1,111,0.0,0.025051776
1,112,0.0,0.025844853
1,113,0.0,0.025650691
1,114,0.0,0.025312956
1,115,0.134418762145745,0.025504824
1,116,0.0,0.025998551
1,117,0.0,0.02571043
1,118,0.0,0.02574354
1,119,0.0,0.025072228
1,12,0.0,0.025785845
1,120,0.0,0.025590423
1,121,0.0,0.025585588
1,122,0.0,0.0254105
1,123,0.0,0.025950592
1,124,0.0,0.025284778
1,125,0.0,0.025574919
1,126,0.0,0.025377955
1,127,0.0,0.025289815
1,128,0.0,0.025230441
1,129,0.0,0.02551132
1,13,0.0,0.024932597
1,130,0.0,0.02560043
1,131,0.0,0.02520829
1,132,0.0,0.025188658
1,133,0.0,0.025554996
1,134,0.0,0.024858441
1,135,-0.163082618600282,0.025128644
1,136,0.0,0.025087979
1,137,0.0,0.025549222
1,138,0.0,0.025713075
1,139,0.0,0.025557298
1,14,0.0,0.025590833
1,140,0.0,0.025307525
1,141,0.0,0.025419448
1,142,0.0,0.025127303
1,143,0.0,0.02525888
1,144,0.0,0.025892
1,145,0.0,0.024820533
1,146,0.0,0.02511714
1,147,0.0,0.024839517
1,148,0.0,0.025304522
1,149,0.0,0.025031734
1,15,0.0,0.025767367
1,150,0.0,0.025278237
1,151,0.0,0.025418263
1,152,0.0,0.025076073
1,153,0.0,0.025767867
1,154,0.0,0.025506679
1,155,0.0,0.025435057
1,156,0.0,0.025910188
1,157,0.0,0.025676552
1,158,0.0,0.025418293
1,159,0.133855503320406,0.025488298
1,16,0.0,0.025620084
1,160,0.0,0.025494773
1,161,0.0,0.02505165
1,162,0.0,0.025530722
1,163,0.0,0.025501993
1,164,0.0,0.025630746
1,165,0.0,0.025506776
1,166,0.0,0.026215445
1,167,0.0,0.025729772
1,168,0.0,0.025838394
1,169,0.0,0.025851045
1,17,0.0,0.025597047
1,170,0.0,0.024881955
1,171,0.0,0.025032733
1,172,0.0,0.026032288
1,173,0.0,0.025849234
1,174,0.0,0.025295343
1,175,0.0,0.025410611
1,176,0.0,0.025760304
1,177,0.0,0.025516327
1,178,0.0,0.025301639
1,179,0.0,0.025498826
1,18,0.0,0.025063496
1,180,0.0,0.02590442
1,181,0.15204731203363,0.025272112
1,182,0.0,0.025623467
1,183,0.0,0.025518183
1,184,0.0,0.025344219
1,185,0.0,0.025293332
1,186,0.0,0.025447574
1,187,-0.144019756565388,0.025081974
1,188,0.0,0.02520993
1,189,0.0,0.02538925
1,19,0.0,0.02564099
1,190,0.143405240029381,0.025815193
1,191,0.0,0.025232296
1,192,0.0,0.025402341
1,193,0.0,0.025398683
1,194,0.0,0.025146808
1,195,0.0,0.02557036
1,196,0.0,0.02545553
1,197,0.0,0.025254484
1,198,0.0,0.02604187
1,199,0.0,0.025593761
1,2,0.0,0.025495317
1,20,0.0,0.025809098
1,200,0.0,0.025737133
1,201,0.0,0.025632557
1,202,0.0,0.025178824
1,203,0.0,0.026044142
1,204,0.0,0.025354039
1,205,0.0,0.025283236
1,206,0.0,0.025372308
1,207,0.0,0.025154393
1,208,0.0,0.025491651
1,209,0.0,0.02619465
1,21,0.0,0.0252957
1,210,0.0,0.025850985
1,211,0.0,0.025521275
1,212,0.0,0.025594402
1,213,0.0,0.025461819
1,214,0.0,0.025128286
