eq,variable,beta,corr_estimate
V1,V1.L1,0,0.0877274279686348
V1,V10.L1,0,-0.0677507562599701
V1,V2.L1,0,0.0188843859536813
V1,V3.L1,0,0.145134314031531
V1,V4.L1,0,0.168575076774339
V1,V5.L1,0,0.102376367663649
V1,V6.L1,0,0.111702715166473
V1,V7.L1,0,0.00785797102189714
V1,V8.L1,0,-0.134225973413111
V1,V9.L1,0,0.02219783466462
V10,V1.L1,0,-0.0174720732656452
V10,V10.L1,0,0.0595263242543351
V10,V2.L1,0,0.0197852728484546
V10,V3.L1,0,-0.0657110268473246
V10,V4.L1,0,0.0591996273643844
V10,V5.L1,0,0.13101804471294
V10,V6.L1,0,0.0328247504865114
V10,V7.L1,0,-0.225584498056899
V10,V8.L1,0,0.0642941194297495
V10,V9.L1,0,0.127539985355452
V2,V1.L1,0,0.0966016813634506
V2,V10.L1,0,-0.0278728680989922
V2,V2.L1,0,0.0502279473156331
V2,V3.L1,0,0.0257211432260258
V2,V4.L1,0,0.0571243346793115
V2,V5.L1,0,0.0552350587656553
V2,V6.L1,0,0.0497846441909418
V2,V7.L1,0,-0.159247838450204
V2,V8.L1,0,-0.0641938287901922
V2,V9.L1,0,0.0259235434263719
V3,V1.L1,0,0.117537083530606
V3,V10.L1,0,-0.138333106192428
V3,V2.L1,0,0.0736970209231355
V3,V3.L1,0,0.0577040343990445
V3,V4.L1,0,0.000950139451451566
V3,V5.L1,0,-0.0909118130964287
V3,V6.L1,0,0.0448832525323618
V3,V7.L1,0,-0.0124886542158663
V3,V8.L1,0,-0.0547223911067017
V3,V9.L1,0,0.110161147250562
V4,V1.L1,0,0.0972501757549388
V4,V10.L1,0,-0.150243836018794
V4,V2.L1,0,0.0159959445024116
V4,V3.L1,0,0.0465525000666861
V4,V4.L1,0,0.0510817766840865
V4,V5.L1,0,-0.0506034014462628
V4,V6.L1,0,-0.107813034738493
V4,V7.L1,0,0.0876996687928959
V4,V8.L1,0,-0.147133805051627
V4,V9.L1,0,-0.00909481835923121
V5,V1.L1,0,0.173572824500308
V5,V10.L1,0,-0.0160387435651997
V5,V2.L1,0,0.141716645340213
V5,V3.L1,0,0.342722048918591
V5,V4.L1,0.526599978029737,0.546092668933824
V5,V5.L1,0,0.19903649030344
V5,V6.L1,0,-0.184223756499031
V5,V7.L1,0,-0.173094969108245
V5,V8.L1,0,-0.220503569064378
V5,V9.L1,0,0.0628975491090037
V6,V1.L1,0,-0.0268313316886773
V6,V10.L1,0,-0.0369125896072447
V6,V2.L1,0,0.0382585244849301
V6,V3.L1,0,0.0910761665626979
V6,V4.L1,0,0.0128051415678195
V6,V5.L1,0,-0.0748876587199062
V6,V6.L1,-0.208964334881821,-0.225114642151565
V6,V7.L1,0,-0.0964387753541852
V6,V8.L1,0,-0.0735128672103031
V6,V9.L1,0,0.0612213947140266
V7,V1.L1,0,-0.179974342976956
V7,V10.L1,0.350414353582156,0.115484366385273
V7,V2.L1,0,-0.176388320076315
V7,V3.L1,0,-0.48468444141009
V7,V4.L1,-2.36278614831028,-0.894869418268618
V7,V5.L1,0,-0.33226254644607
V7,V6.L1,0,-0.0379331555508656
V7,V7.L1,0,0.0844706155891701
V7,V8.L1,0,0.111493544719095
V7,V9.L1,0,-0.00460420310299253
V8,V1.L1,0,-0.0955450134820978
V8,V10.L1,0,0.105395332138405
V8,V2.L1,0,-0.00816287118669503
V8,V3.L1,0,-0.0245854813011525
V8,V4.L1,0,0.0821196216559515
V8,V5.L1,0,0.131167937299956
V8,V6.L1,0,0.0999436387371985
V8,V7.L1,0,-0.0711536675867845
V8,V8.L1,0,0.081719073845347
V8,V9.L1,0,0.0978012634975738
V9,V1.L1,0,-0.128306211244507
V9,V10.L1,0,0.178126658422385
V9,V2.L1,0,-0.0412740597572167
V9,V3.L1,0,0.0117252107501492
V9,V4.L1,0,0.146277167835731
V9,V5.L1,0,0.0368771390087165
V9,V6.L1,0,0.204438693589524
V9,V7.L1,0.202937019227966,0.280969976836839
V9,V8.L1,0,0.159016173463353
V9,V9.L1,0,0.0930330189477203
