eq,V1.L1,V1.L2,V2.L1,V2.L2,V3.L1,V3.L2,V4.L1,V4.L2,V5.L1,V5.L2,V6.L1,V6.L2,V7.L1,V7.L2,V8.L1,V8.L2,V9.L1,V9.L2,V10.L1,V10.L2
V1,-0.104073845363831,-0.127526174429455,0.129165722282695,-0.432397254172634,-0.0166063293966423,-0.017891366918522,0,-0.0679376171702376,-0.254933139500717,0.229296733767279,0.0629428907688523,0.384086635214161,-0.000615124967130147,0.0696595710353494,0,0.0925625989270304,0.0113414780439872,-0.0545297681336833,-0.0998220750569026,0.0673542838833468
V2,0.192376452811816,0.123445916138656,-0.343702977833695,-0.108401079016343,0.375608144758712,0.106155199296993,0.0650249099031542,-0.136887153074646,0.164511103180014,-0.0200558869546202,-0.128169879986234,-0.027353356991838,-0.0611271643445536,0.134170426143355,-0.0322046256878683,0.0327439216306095,0,0.248549023815517,-0.285658831918322,-0.0858100388566708
V3,-0.322003080469681,-0.192614819201823,0.171766445026799,0.0731700870726633,0,-0.183605086419207,-0.601102061107973,-0.361357881091979,0.243214030868345,0.0358042533791777,-0.284536904428443,-0.0146375303561151,0.0259364441374727,-0.105928180644583,-0.0166532886255452,0.141255698838091,0,-0.0915406589138279,0.269986108394296,-0.159470278411255
V4,0.423957006423646,-0.000897996566790266,-0.32655606410698,0.013314779026045,0.387765984584182,-0.000555213141371772,0.264400287021505,-0.180071597241913,-0.397060332779359,-0.162792401380785,0.2360727620801,0.116563260087078,0,-0.0102935287911353,-0.273615888331397,-0.514107552557249,0,-0.365750763870402,0.0229875696496595,-0.466565556096504
V5,0.0714390504100261,-0.0152120993179109,0,0.107056111136567,-0.118293322557085,-0.0441902320467338,0.208865196477961,-0.248532495860627,0.233516715556453,-0.047176128267835,-0.130954783511691,-0.215045525908657,0.208890143941636,0.122284562464893,-0.494301490282544,0.0131136007465441,0,0.260531858993688,0.282304753194708,0.310293677712542
V6,-0.229896549521869,0.0963147995648974,0.169018221475124,-0.00846459975345205,0.234257228718951,-0.0469307215332889,0.101166569007893,-0.191413964410771,-0.249390371770085,-0.116904381600831,-0.217016375374671,0.157950195685696,-0.166152008863907,-0.221490091297349,0.235677819056239,-0.243017227592592,0,-0.166870311495266,0.0423147053686345,-0.296880441805588
V7,0.137283862616006,0.0350081228737814,0.131253644762147,0.0306279715860472,0,0.167129402094313,-0.381841148460295,-0.191571354886593,0,-0.0864434065577918,-0.262286451345226,0.233528149443755,0.209593169303313,0.273152766440399,-0.0413663638132394,-0.444856198366978,-0.158513023847537,-0.153734614322593,0,-0.283467535419148
V8,-0.13353036992217,-0.25438100528626,-0.172540642698238,0.183775024433827,0.129597818637745,0,-0.434570901339339,-0.230513354273719,-0.1275404441381,0.177271856720205,0.588978806505677,-0.173854981323119,0.0654747545511479,0.54366937170045,0.204700708074652,-0.138066635161635,0.152422712858082,-0.247443373354932,0,-0.0958258023862574
V9,0,0,-0.29851480585358,0.534837068241278,0.346269435552424,0,0.432490326216213,0.0102635832533521,-0.1942576266552,0.209424452236333,-0.0420336908795102,-0.0103249161965594,-0.277967596464525,0.482916151546349,0.0438735305537393,-0.308469202406125,0.0146256196890847,0,-0.0152362777282322,-0.0430021028799059
V10,-0.380359897298769,0.0066558930997077,0.39605157108641,-0.118663231263899,-0.0345585974022562,0,0.398819551414702,-0.269833224959487,-0.0739823525853454,-0.12185307725541,-0.164505745257808,0.0786566674201863,0.31239345050545,0.229533595613085,-0.0848201761907512,0.213251207345563,0.162656015431085,-0.0611046689165776,0.00341877609894394,-0.221188101555579
