eq,variable,betas_dgp,beta_estimate
1,1,0,0.117110124720603
1,10,0,-0.00829463674657088
1,11,0,-0.00691752247877207
1,12,0,0.0395359372100232
1,13,0,-0.000378929037843387
1,14,0,-0.0785784307651998
1,15,0,-0.0100256652997172
1,16,0,0.0295178789495675
1,17,0,0.0686541009409974
1,18,0,0.0528216256205413
1,19,0,-0.0158408922225418
1,2,0,0.16445805536221
1,20,0,-0.0187682138228993
1,21,0,-0.00156440203197117
1,22,0,-0.036391193423385
1,23,0,0.0699480912388185
1,24,0,-0.00610741025306128
1,25,0,0.0873767800740572
1,26,0,0.0233723408814656
1,27,0,0.00788248106391017
1,28,0,0.00256010503978969
1,29,0,-0.0924407262511862
1,3,0,-0.0453917800912841
1,30,0,-0.0245649626139236
1,31,0,-0.267305412419135
1,32,0,-0.00224963966176231
1,33,0,0.0149448425790288
1,34,0,-0.0608920702537818
1,35,0,-0.00343216856017452
1,36,0,0.0138372312447747
1,37,0,-0.0283739011823708
1,38,0,0.00685708794375158
1,39,0,-0.0381377355920809
1,4,0,-0.0151896755956792
1,40,0,0.0139788246948193
1,41,0,-0.000523971386116132
1,42,0,-0.0363860801778686
1,43,0,-0.166907640421541
1,44,0,-0.196379526648294
1,45,0,-0.102821020371432
1,46,0,0.020953636567883
1,47,0,0.0352977051520681
1,48,0,0.0337140101519691
1,49,0,0.0243128515832083
1,5,0,0.00236956698569618
1,50,0,0.0177498317671231
1,6,0,-0.160459623612436
1,7,0,0.0476660557121152
1,8,0,-0.0189926611238519
1,9,0,0.0118866348912854
10,1,0,-0.679390129535428
10,10,0,-0.38712573516929
10,11,0,0.180887058759742
10,12,0,0.567299965063851
10,13,0,0.0451970119073805
10,14,0,0.48345014965995
10,15,0,-0.147864091366239
10,16,0,0.158101326484815
10,17,0,0.233041093773622
10,18,0,0.0719100898902719
10,19,0,0.154573582113733
10,2,0,0.0430042427024364
10,20,0,0.10240839339438
10,21,0,-0.0737093381928764
10,22,0,0.194192733497733
10,23,0,0.107617838577629
10,24,0,-0.145151374885484
10,25,0,-0.561267727141809
10,26,0,-0.451643837208467
10,27,0,0.262375844494743
10,28,0,0.00988046302962604
10,29,0,-0.467723551129396
10,3,0,0.0397477548799602
10,30,0,-0.173040103680025
10,31,0,-0.235587969251965
10,32,0,0.188142531433991
10,33,0,0.159515297238909
10,34,0,-0.20654242157385
10,35,0,0.367371892156384
10,36,0,-0.0384787308177034
10,37,0,-0.36236302721113
10,38,0,-0.615874130433085
10,39,0,-0.113590674501375
10,4,0,-0.148929896105984
10,40,0.172461810390024,0.238195315534068
10,41,0,0.0133545067496227
10,42,0,0.0805171801484229
10,43,0,0.0426528990596676
10,44,0,-0.174334128187345
10,45,0,0.2426816100944
10,46,0,0.260473644453437
10,47,0.701705199635313,0.74899559222139
10,48,0,0.347855452391003
10,49,0,0.215266099252018
10,5,0,-0.0389155358422553
10,50,0,-0.100018613290888
10,6,0,0.29998513009476
10,7,0,-0.112799368983205
10,8,0,0.278219041410787
10,9,0,-0.0716141607995866
11,1,0,0.0689309537718576
11,10,0,0.187487406877203
11,11,0,-0.456721654188159
11,12,0,-0.366456387444306
11,13,0,-0.191557835978794
11,14,0,-0.442330647156763
11,15,0,0.334902557446608
11,16,0,0.212346460734569
11,17,0,-0.00357279615734611
11,18,0,0.336646762140969
11,19,0,-0.0388414438587904
11,2,0,-0.0112075818184052
11,20,0.935409527360063,1.01043699427479
11,21,0,0.133490722510878
11,22,0,-0.147696917684239
11,23,0,0.0661724822090899
11,24,0,0.0585254234742638
11,25,0,-0.288553338454052
11,26,0,-0.253198248206085
11,27,0,-0.173056717026491
11,28,0,0.13109402655765
11,29,0,-0.142356103883907
11,3,0,-0.0286288760207612
11,30,0,-0.0268845506114679
11,31,0,-0.219761546808564
11,32,0,-0.111551441407396
11,33,0,-0.300042340696403
