eq,variable,beta,corr_estimate
V1,V1.L1,0.0678717843072677,-0.0452604869263582
V1,V1.L2,0.00756977982982896,-0.105923229713185
V1,V10.L1,0.0354941806143436,-0.0952008280559107
V1,V10.L2,0.158771460718385,-0.00904634923138685
V1,V100.L1,-0.0380630364294611,0.172019287081022
V1,V100.L2,0.0747941300879122,-0.0356867149141083
V1,V101.L1,-0.02474777721839,0.0303264357387129
V1,V101.L2,-0.0243640713218863,0.124031652224925
V1,V102.L1,0,-0.0809688948610191
V1,V102.L2,0.0259538478958702,-0.10680651148746
V1,V103.L1,-0.0756808027770479,0.145009571772747
V1,V103.L2,-0.0294764799000935,-0.176559000155084
V1,V104.L1,-0.034160675390113,-0.00844694348917714
V1,V104.L2,-0.024906906436717,0.0412947589790053
V1,V105.L1,-0.0128588220891959,0.0883566732145219
V1,V105.L2,-0.0374529294926956,-0.095151294995557
V1,V106.L1,0.0353004611117762,0.00857394932711822
V1,V106.L2,0,0.16807724541579
V1,V107.L1,0.0422015082459764,0.221707836069603
V1,V107.L2,0.0961862585797776,-0.0659990295532921
V1,V108.L1,0.00465144511098152,-0.0778372515954045
V1,V108.L2,0.0313559856956253,-0.0456259890802716
V1,V109.L1,0.045803454313002,0.0540522105839849
V1,V109.L2,0.057708624338727,0.20582815082589
V1,V11.L1,0,-0.0369654610967983
V1,V11.L2,0.0642202284870855,0.315706956649954
V1,V110.L1,0.0577210453940493,0.0456007309766159
V1,V110.L2,0.0356176968391316,-0.0127610844759286
V1,V111.L1,0.0109171418992253,-0.185336131235798
V1,V111.L2,0.00415423227314809,0.101295910327115
V1,V112.L1,0.0356996437060156,-0.107698279393112
V1,V112.L2,-0.0068021922807801,0.104430086684233
V1,V113.L1,-0.0456077316568184,0.138920655776308
V1,V113.L2,0,-0.0714388629615816
V1,V114.L1,0.0165051071344414,-0.328096740806911
V1,V114.L2,-0.0177748705887204,-0.283543020235907
V1,V115.L1,0.0213501438179106,0.0107440809967862
V1,V115.L2,0.00819953780026402,0.074731893750727
V1,V116.L1,0,0.184174633835046
V1,V116.L2,-0.0201330599292367,-0.112987424966241
V1,V117.L1,-0.0608941850315078,-0.180312015045267
V1,V117.L2,-0.0620480992898428,-0.112947421394727
V1,V118.L1,0,-0.0789722154549298
V1,V118.L2,0.0716319875921765,0.265933817006937
V1,V119.L1,-0.026193247371991,-0.253269671350068
V1,V119.L2,0.00146014395963052,-0.00368350773766987
V1,V12.L1,0.0547793041251274,-0.169433858819899
V1,V12.L2,0.00885926632622971,-0.075962593922707
V1,V120.L1,0.00867049927661592,0.0625218792967236
V1,V120.L2,0,0.0714922600548813
V1,V121.L1,-0.0150915888755694,0.106289205953431
V1,V121.L2,0,0.031445895299525
V1,V122.L1,0.0506375218740385,0.0162270788413186
V1,V122.L2,0.00689249605219411,0.0279190945452577
V1,V123.L1,-0.0586073457176213,0.0925068178572548
V1,V123.L2,0.0990541711916757,-0.189307238468925
V1,V124.L1,0,-0.0379529278675768
V1,V124.L2,-0.00278234998663668,-0.059857141528145
V1,V125.L1,0.0884514046752641,0.0542721645619248
V1,V125.L2,-0.0218610777893624,-0.0891659164611701
V1,V126.L1,0.0125937400998202,-0.13813552212848
V1,V126.L2,-0.019489285361328,-0.241582105636242
V1,V127.L1,0.0453226056635042,0.103365283554292
V1,V127.L2,-0.020387589487067,0.128574523629619
V1,V128.L1,-0.0280115732735321,-0.160697122743961
V1,V128.L2,0,-0.0469086352693169
V1,V129.L1,0.0142349535756205,0.216588996209776
V1,V129.L2,0,-0.0546207264063246
V1,V13.L1,0.0682862785719668,0.138121345769475
V1,V13.L2,0.00378174360829116,0.0214485232808379
V1,V130.L1,0.0149752574793843,0.113724383300819
V1,V130.L2,0.143051035501176,-0.0859532168608959
V1,V131.L1,0.0158723827134815,0.274206583231267
V1,V131.L2,0.00794347972158934,-0.260666579505543
V1,V132.L1,0,-0.205948915921621
V1,V132.L2,0.0631176707336422,-0.148395416462871
V1,V133.L1,-0.0270140232818298,-0.193996019969753
V1,V133.L2,0.0512208645052019,-0.0509575272352329
V1,V134.L1,-0.0700781885486772,0.231933242566807
V1,V134.L2,-0.0230910754004259,0.180371300749707
V1,V135.L1,0.0489588931361752,0.0120962779299934
V1,V135.L2,0.0640738332931223,0.168744056963013
V1,V136.L1,-0.0231231740454534,-0.273563072293813
V1,V136.L2,0.0963418049195954,0.102294979750327
V1,V137.L1,0.0387416444601265,-0.00143827700009112
V1,V137.L2,-0.0399034187843023,0.238419801164179
V1,V138.L1,0.0658880431510335,0.0531639612845099
V1,V138.L2,-0.0592435619563957,-0.0197504603184052
V1,V139.L1,0,0.0322455260864129
V1,V139.L2,0,-0.223083947240668
V1,V14.L1,-0.0796523185258232,-0.322901323082175
V1,V14.L2,0,0.200277707725976
V1,V140.L1,0.0337821330914233,0.294463824016768
V1,V140.L2,0.0338675023009187,-0.227335713513494
V1,V141.L1,0,0.0297991132274826
V1,V141.L2,0,-0.116837759071315
V1,V142.L1,-0.000896633285792129,0.0994349142277519
V1,V142.L2,0.040363289044466,0.0509859790932409
V1,V143.L1,-0.0810674599131343,0.138832778829105
V1,V143.L2,-0.011853443404034,-0.271866135240612
V1,V144.L1,0.00605934372278104,0.00478924496760965
V1,V144.L2,-0.0586079017845014,0.0808108289846568
V1,V145.L1,0.0601848094599126,-0.20602277779557
V1,V145.L2,0.0784186100941451,0.208373938444929
V1,V146.L1,-0.027057051805266,-0.199228858394078
V1,V146.L2,0,0.0266701444957095
V1,V147.L1,-0.0885119802051831,-0.0141254799747267
V1,V147.L2,0.0192069219629413,-0.106937846268877
V1,V148.L1,0.0848426264712179,0.0298196684123435
V1,V148.L2,-0.0283292171246791,0.162399349534448
V1,V149.L1,0,-0.365583325566836
V1,V149.L2,-0.110191051020202,0.0086655281861118
V1,V15.L1,0.0376788432317087,-0.27582996753801
V1,V15.L2,0.0119100886014533,-0.0800833348271938
V1,V150.L1,0,-0.224258088864631
V1,V150.L2,-0.0460211666334778,0.127441230137727
V1,V151.L1,0.0265082038115222,0.198585702573041
V1,V151.L2,0.0229595170042319,-0.0860043264108802
V1,V152.L1,-0.0427389632539262,0.140673239148021
V1,V152.L2,-0.0119571557448688,0.113307663569982
V1,V153.L1,0.0032449592677322,-0.0721146848493783
V1,V153.L2,0.16317401801654,0.362086212786752
