eq,variable,beta,cov_estimate
V1,V1.L1,0,-2.95037864923751
V1,V1.L2,0,-4.25515842071597
V1,V10.L1,0,0.54089760685554
V1,V10.L2,0,0.50113879023919
V1,V100.L1,0,-4.16745464704709
V1,V100.L2,0,-4.24736975775046
V1,V101.L1,0,0.638798223247262
V1,V101.L2,0,4.03941253662318
V1,V102.L1,0,-1.46549491058581
V1,V102.L2,-0.120277958135131,-0.733403278760797
V1,V103.L1,0,-0.750549402252873
V1,V103.L2,0,-1.52301278629033
V1,V104.L1,0,-0.205691814327407
V1,V104.L2,0,0.971495243584247
V1,V105.L1,0,2.19049377788663
V1,V105.L2,0,-0.832589247555401
V1,V106.L1,0,-3.10254308298968
V1,V106.L2,0,-1.0019365017969
V1,V107.L1,0,2.99571605144341
V1,V107.L2,0,2.53683275328658
V1,V108.L1,0,-3.60355202504206
V1,V108.L2,0,-2.67368845847224
V1,V109.L1,0.299034954126844,2.1248717094462
V1,V109.L2,0,-3.84585461655205
V1,V11.L1,0,1.07192774205754
V1,V11.L2,0,3.46650991006798
V1,V110.L1,0,-0.632098943781311
V1,V110.L2,0,-4.24352123706201
V1,V111.L1,0,-0.944190615286644
V1,V111.L2,0,3.18802015147585
V1,V112.L1,0,1.10883648877727
V1,V112.L2,0,4.23246053746879
V1,V113.L1,0,-1.53345174781118
V1,V113.L2,0,-0.976069329454187
V1,V114.L1,0,4.15578812389417
V1,V114.L2,0,-4.92295133247791
V1,V115.L1,0,-1.26602323690129
V1,V115.L2,0,4.26371536798197
V1,V116.L1,0,-5.37754852735227
V1,V116.L2,0,10.3449110080596
V1,V117.L1,0,-1.86317156410214
V1,V117.L2,0,-1.44908971610785
V1,V118.L1,0,7.35225635428343
V1,V118.L2,0,3.40109212782835
V1,V119.L1,0,0.636555474808127
V1,V119.L2,0,-5.6797139011333
V1,V12.L1,0,-3.85521363735589
V1,V12.L2,0,0.031245219341413
V1,V120.L1,0,-2.69410666043141
V1,V120.L2,0,2.94641051491694
V1,V121.L1,0,-1.06178493237769
V1,V121.L2,0,3.69678136872827
V1,V122.L1,0,-4.53534266442434
V1,V122.L2,0,-1.09540079744218
V1,V123.L1,0,1.20445636989723
V1,V123.L2,0,8.91316362041389
V1,V124.L1,0,-3.72062626658974
V1,V124.L2,0,4.8539728107535
V1,V125.L1,0,1.66017808377532
V1,V125.L2,0,3.76669812233558
V1,V126.L1,0,1.67599114337566
V1,V126.L2,0,-0.499921959257402
V1,V127.L1,0,0.175219299493307
V1,V127.L2,0,-1.44608278304864
V1,V128.L1,0.0555200504982393,5.14882989665932
V1,V128.L2,0,-6.26732855931696
V1,V129.L1,0,1.93759111870921
V1,V129.L2,0,-2.73910275077621
V1,V13.L1,0,-5.6614859268463
V1,V13.L2,0.400062587700797,0.572495434052301
V1,V130.L1,0,-2.11622774586595
V1,V130.L2,0,-4.39575866458356
V1,V131.L1,0,-0.744733390464623
V1,V131.L2,0,2.41967985843051
V1,V132.L1,0,-10.7058293465144
V1,V132.L2,0,-1.98348766754907
V1,V133.L1,0,-4.50750680752853
V1,V133.L2,0,1.91837322045928
V1,V134.L1,0,0.631142893078131
V1,V134.L2,0,-4.42679134463213
V1,V135.L1,0,3.4780608285186
V1,V135.L2,0,-4.00366302697185
V1,V136.L1,0,3.3465673842424
V1,V136.L2,0,-2.65756576654324
V1,V137.L1,0,0.722373164748386
V1,V137.L2,0,3.82340545575295
V1,V138.L1,0,-7.72375487486257
V1,V138.L2,0,-1.32905224825894
V1,V139.L1,0,1.73136724622236
V1,V139.L2,0,0.555987963657138
V1,V14.L1,0,-3.16805572934578
V1,V14.L2,0,-0.667675998164142
V1,V140.L1,0,7.30128691818183
V1,V140.L2,0,-0.762756198865124
V1,V141.L1,0,-0.84972742721782
V1,V141.L2,0,-6.214370577061
V1,V142.L1,0,1.72803719782539
V1,V142.L2,0,3.53764559700764
V1,V143.L1,0,-2.33842804696212
V1,V143.L2,0,-0.24918075473977
V1,V144.L1,0,0.424981079854308
V1,V144.L2,0,-0.90640444660638
V1,V145.L1,0,-1.97236066971588
V1,V145.L2,0,0.0365277518846217
V1,V146.L1,0,1.52758501955926
V1,V146.L2,0,-5.27507798534683
V1,V147.L1,0,-8.08867258017953
V1,V147.L2,0,-0.183585286056669
V1,V148.L1,0,-0.0567691975938735
V1,V148.L2,0,6.06505985524936
V1,V149.L1,0,-2.24451051549335
V1,V149.L2,0,0.387891137962874
V1,V15.L1,0,-6.99742892954001
V1,V15.L2,-0.0328775579300724,-0.136874728870191
V1,V150.L1,0,-1.3869550279572
V1,V150.L2,0,2.1993673898488
V1,V151.L1,0,6.15174890448492
V1,V151.L2,0,0.10059424385972
V1,V152.L1,0,6.94915184207083
V1,V152.L2,0,-2.51856743144445
V1,V153.L1,0,-4.25372085383449
V1,V153.L2,0,-2.65301110158707
V1,V154.L1,0,0.04552237520783
V1,V154.L2,0,2.52770804115708
V1,V155.L1,0,-0.546514736577994
V1,V155.L2,0,-0.160460206168876
V1,V156.L1,0,-8.58963336944882
V1,V156.L2,0,-3.55952862728897
V1,V157.L1,0,2.71720698001932
V1,V157.L2,0,-0.870831654230224
V1,V158.L1,0,-2.16272793935033
V1,V158.L2,0,5.04616422093141
V1,V159.L1,0,2.03526931156234
V1,V159.L2,0,-0.0459539725462516
V1,V16.L1,0,-6.67439586799157
V1,V16.L2,0,3.01238765475451
V1,V160.L1,0,3.08653961185325
V1,V160.L2,0,-2.49042015201375
V1,V161.L1,0,2.20463458885585
V1,V161.L2,0,7.18137081500314
V1,V162.L1,0,7.34716346202169
V1,V162.L2,0,-4.56985370363017
V1,V163.L1,0,-5.39468022160648
V1,V163.L2,0,6.7881973720362
V1,V164.L1,0,2.4589880111819
V1,V164.L2,-0.257038581705557,-3.13324627271762
V1,V165.L1,0,-4.95165486869634
V1,V165.L2,0,9.93505791998289
V1,V166.L1,0,3.5999231012121
V1,V166.L2,0,-0.197441517571398
V1,V167.L1,0,2.4417480792518
V1,V167.L2,0,5.04684033327305
V1,V168.L1,0,-3.10252318107305
V1,V168.L2,0,-1.53238864329971
V1,V169.L1,0,-1.59130302871166
V1,V169.L2,0,1.93086559300335
V1,V17.L1,0,6.00645789252274
V1,V17.L2,0,6.50678923498774
V1,V170.L1,0,-1.08684758620002
V1,V170.L2,0,-4.78847153231159
V1,V171.L1,0,-2.72531403541267
V1,V171.L2,0,-0.717174192169408
V1,V172.L1,0,3.03273988854591
