eq,variable,beta,corr_estimate
V1,V1.L1,0,-0.132257219945294
V1,V1.L2,0,-0.18905249847761
V1,V10.L1,0,0.0334817990708328
V1,V10.L2,0,0.0307503265573094
V1,V100.L1,0,-0.186715037299285
V1,V100.L2,0,-0.18992531089198
V1,V101.L1,0,0.0396459465401925
V1,V101.L2,0,0.248254072242767
V1,V102.L1,0,-0.112121883661149
V1,V102.L2,-0.120277958135131,-0.0558746447072636
V1,V103.L1,0,-0.0448547177716279
V1,V103.L2,0,-0.0909203359861689
V1,V104.L1,0,-0.0120415510472044
V1,V104.L2,0,0.0563039773799009
V1,V105.L1,0,0.104501084742165
V1,V105.L2,0,-0.0393945568488363
V1,V106.L1,0,-0.203571277734132
V1,V106.L2,0,-0.0657239912877879
V1,V107.L1,0,0.129490255787761
V1,V107.L2,0,0.108752140563716
V1,V108.L1,0,-0.213222157197146
V1,V108.L2,0,-0.156937804206861
V1,V109.L1,0.299034954126844,0.208680114595245
V1,V109.L2,0,-0.373918979982141
V1,V11.L1,0,0.0504097666784236
V1,V11.L2,0,0.1619099798922
V1,V110.L1,0,-0.0544516258002503
V1,V110.L2,0,-0.368562763581893
V1,V111.L1,0,-0.0591934116845472
V1,V111.L2,0,0.201419163373261
V1,V112.L1,0,0.0677515727188921
V1,V112.L2,0,0.256110256920882
V1,V113.L1,0,-0.085167350846982
V1,V113.L2,0,-0.0540033794895169
V1,V114.L1,0,0.198044414640443
V1,V114.L2,0,-0.236420864907367
V1,V115.L1,0,-0.105276434735008
V1,V115.L2,0,0.356234374999133
V1,V116.L1,0,-0.185666299122793
V1,V116.L2,0,0.356062827354987
V1,V117.L1,0,-0.0775265667542954
V1,V117.L2,0,-0.059784134352721
V1,V118.L1,0,0.285775355335693
V1,V118.L2,0,0.131467055055508
V1,V119.L1,0,0.0421041335523035
V1,V119.L2,0,-0.375997869558817
V1,V12.L1,0,-0.143026006613797
V1,V12.L2,0,0.0011571596563957
V1,V120.L1,0,-0.17589472522788
V1,V120.L2,0,0.191130330503458
V1,V121.L1,0,-0.048586660734454
V1,V121.L2,0,0.167923471080903
V1,V122.L1,0,-0.177689215757326
V1,V122.L2,0,-0.0425611390995724
V1,V123.L1,0,0.0562225306402891
V1,V123.L2,0,0.413511982503242
V1,V124.L1,0,-0.297360740329149
V1,V124.L2,0,0.385604273927083
V1,V125.L1,0,0.106416691246383
V1,V125.L2,0,0.239666209559728
V1,V126.L1,0,0.103636555074495
V1,V126.L2,0,-0.030698545439467
V1,V127.L1,0,0.0157300343601541
V1,V127.L2,0,-0.128529923305899
V1,V128.L1,0.0555200504982393,0.315524198647601
V1,V128.L2,0,-0.380240871500847
V1,V129.L1,0,0.172639354717544
V1,V129.L2,0,-0.242045983941375
V1,V13.L1,0,-0.44395120940085
V1,V13.L2,0.400062587700797,0.0444498578179169
V1,V130.L1,0,-0.100363340796687
V1,V130.L2,0,-0.207079320739447
V1,V131.L1,0,-0.070937104697267
V1,V131.L2,0,0.231657746706636
V1,V132.L1,0,-0.408347870807386
V1,V132.L2,0,-0.0748979771015288
V1,V133.L1,0,-0.197281111423518
V1,V133.L2,0,0.0832070981372889
V1,V134.L1,0,0.0296926304282725
V1,V134.L2,0,-0.206550443952334
V1,V135.L1,0,0.203851646836234
V1,V135.L2,0,-0.232829550561477
V1,V136.L1,0,0.266521641459561
V1,V136.L2,0,-0.210609854550441
V1,V137.L1,0,0.0569799626457992
V1,V137.L2,0,0.298676813853017
V1,V138.L1,0,-0.388546016553826
V1,V138.L2,0,-0.0669389266878836
V1,V139.L1,0,0.16639746581814
V1,V139.L2,0,0.0529057638579325
V1,V14.L1,0,-0.180675892534222
V1,V14.L2,0,-0.0377298063422642
V1,V140.L1,0,0.396174240416287
V1,V140.L2,0,-0.0414680370506922
V1,V141.L1,0,-0.0483285431924468
V1,V141.L2,0,-0.349977888341299
V1,V142.L1,0,0.087797927503346
V1,V142.L2,0,0.178795233113633
V1,V143.L1,0,-0.101472531773212
V1,V143.L2,0,-0.010780127479555
V1,V144.L1,0,0.0276488222430707
V1,V144.L2,0,-0.0587886312711292
V1,V145.L1,0,-0.151934756681417
V1,V145.L2,0,0.00283107112048991
V1,V146.L1,0,0.0787352922802951
V1,V146.L2,0,-0.269467530101407
V1,V147.L1,0,-0.453718392323168
V1,V147.L2,0,-0.0102006603278881
V1,V148.L1,0,-0.00275492100920922
V1,V148.L2,0,0.291809530673723
V1,V149.L1,0,-0.120758553785744
V1,V149.L2,0,0.0207437732012427
V1,V15.L1,0,-0.346202314763308
V1,V15.L2,-0.0328775579300724,-0.00676239269504883
V1,V150.L1,0,-0.10965513392576
V1,V150.L2,0,0.172144487681414
V1,V151.L1,0,0.23760720991291
V1,V151.L2,0,0.00386143008871341
V1,V152.L1,0,0.489378437567584
V1,V152.L2,0,-0.176107751547839
V1,V153.L1,0,-0.346072056197959
V1,V153.L2,0,-0.214001195323702
V1,V154.L1,0,0.00341883702786346
V1,V154.L2,0,0.188661271995843
V1,V155.L1,0,-0.0325853448684066
V1,V155.L2,0,-0.00949629632877266
V1,V156.L1,0,-0.458445484132995
V1,V156.L2,0,-0.190151535693394
V1,V157.L1,0,0.128527587022025
V1,V157.L2,0,-0.040977492939856
V1,V158.L1,0,-0.154572182852609
V1,V158.L2,0,0.35734177374535
V1,V159.L1,0,0.255351284873352
V1,V159.L2,0,-0.00571408915469981
V1,V16.L1,0,-0.385936413801858
V1,V16.L2,0,0.174651760116969
V1,V160.L1,0,0.271453338683106
V1,V160.L2,0,-0.217046077323532
V1,V161.L1,0,0.114623887117202
V1,V161.L2,0,0.371465818399432
V1,V162.L1,0,0.328241251174898
V1,V162.L2,0,-0.202124269786404
V1,V163.L1,0,-0.258787427195886
V1,V163.L2,0,0.322689583291438
V1,V164.L1,0,0.149310848540953
V1,V164.L2,-0.257038581705557,-0.188392859559882
V1,V165.L1,0,-0.240347638725566
V1,V165.L2,0,0.478523780218049
V1,V166.L1,0,0.230284711842041
V1,V166.L2,0,-0.0125092363916306
V1,V167.L1,0,0.161789396340645
V1,V167.L2,0,0.334411233561987
V1,V168.L1,0,-0.153818292344293
V1,V168.L2,0,-0.0757943759983901
V1,V169.L1,0,-0.127509129966213
V1,V169.L2,0,0.153173918262041
V1,V17.L1,0,0.339760431943181
V1,V17.L2,0,0.365862867023431
V1,V170.L1,0,-0.0801291174499485
V1,V170.L2,0,-0.34957753548585
V1,V171.L1,0,-0.21676907994727
V1,V171.L2,0,-0.056471936727032
V1,V172.L1,0,0.180905633309355
V1,V172.L2,-0.0443634960983489,-0.162551111528254
V1,V173.L1,0,0.20052399542053
V1,V173.L2,0,-0.0339044586819385
V1,V174.L1,0,0.199614057495382
V1,V174.L2,0,-0.00655182218173124
V1,V175.L1,0,0.0396171442264477
V1,V175.L2,0,0.0839672146458104
V1,V176.L1,0,0.153658932822612
V1,V176.L2,0,0.0507198391104691
V1,V177.L1,0,-0.0594105710167731
V1,V177.L2,0,0.322560438306528
V1,V178.L1,0,-0.175824174552788
V1,V178.L2,0,-0.0296355236223801
V1,V179.L1,0,-0.265252239149525
V1,V179.L2,0.187363226011467,0.24205224705
V1,V18.L1,0,0.102636569685928
V1,V18.L2,0,-0.0208579174586135
V1,V180.L1,0,0.165734858735534
V1,V180.L2,0,-0.0985924617656832
V1,V181.L1,0,0.123294645463921
V1,V181.L2,0,-0.145959784070862
V1,V182.L1,0.222391591172828,0.0577530436932221
V1,V182.L2,0,-0.0765815066643956
V1,V183.L1,0.601800109866638,0.0970703157056287
V1,V183.L2,0,-0.409959140596961
V1,V184.L1,0,-0.117933111111285
V1,V184.L2,0,0.0333250992943432
V1,V185.L1,0,0.0166964484354261
V1,V185.L2,0,0.110154452177201
V1,V186.L1,0,-0.130246938732228
V1,V186.L2,0,0.0320432041003362
V1,V187.L1,0,0.406309596385496
V1,V187.L2,0,-0.00854600510032728
V1,V188.L1,0,0.318767524366234
V1,V188.L2,0,-0.0500169099193947
V1,V189.L1,0,0.301151013635068
V1,V189.L2,0,0.112295864011593
V1,V19.L1,0,-0.0656489716793884
V1,V19.L2,0,-0.165629135144081
V1,V190.L1,0,0.0197289698003253
V1,V190.L2,0,0.174462805523006
V1,V191.L1,0,-0.308857881463286
V1,V191.L2,0,0.0892334441570266
V1,V192.L1,0,-0.12113152124068
V1,V192.L2,0,0.0503490024667787
V1,V193.L1,0,0.0125340519216354
V1,V193.L2,0,0.0237367501355615
V1,V194.L1,0,-0.297905270139481
V1,V194.L2,0,0.0450931839138422
V1,V195.L1,0,0.174788857493082
V1,V195.L2,0,0.155860412180668
V1,V196.L1,0,-0.13114806381044
V1,V196.L2,0,0.241268944113233
V1,V197.L1,0,-0.158458627410611
V1,V197.L2,0,-0.0300241072791684
V1,V198.L1,0,-0.274221507251688
V1,V198.L2,0,0.344054638976623
V1,V199.L1,0,0.0506537690975323
V1,V199.L2,0,0.274497616329912
V1,V2.L1,0,-0.0455858943412105
V1,V2.L2,0,0.090060403221072
