eq,variable,betas_dgp,beta_estimate
1,1,-0.117360453582603,-0.392893781510772
1,10,-0.0464212130898603,0.175895557885816
1,100,0,-0.237367695020653
1,101,0,-0.245894664856296
1,102,0.0635964989393302,0.325377076032535
1,103,0.0398582353023547,0.316713698121298
1,104,-0.00819054948723863,0.313820490818835
1,105,0.12491747331755,-0.175180809264508
1,106,0.0877285619496707,-0.270857969054872
1,107,-0.124821027780098,0.138762137323526
1,108,0,-0.716889068624406
1,109,0.0305212155366744,0.142012203554021
1,11,0,0.211430319782264
1,110,-0.0599733931849751,-0.089645269191274
1,111,0.0767827831169948,0.547953721499645
1,112,-0.0596179050346488,-0.246507837145458
1,113,-0.12144175245464,0.0853424323666457
1,114,-0.00711141063360014,-0.273417892163316
1,115,0,0.388119103364645
1,116,0.0540801299297324,-0.322744687866479
1,117,0,0.065078685649935
1,118,-0.0523777930532063,-0.413192701772384
1,119,0,-0.475380743498098
1,12,-0.016590084041068,0.105334955809133
1,120,0,0.470610884938963
1,121,0.0187727522875425,-0.0577738171558132
1,122,-0.0656797881916594,-0.336599484338968
1,123,-0.0461134842319652,-0.47675268230564
1,124,-0.00862726818084998,0.254534150601733
1,125,-0.049983713961151,0.242671860360601
1,126,0.0651838389267038,0.144333645788736
1,127,0.0596885283194257,-0.891703058501937
1,128,0,0.113901654889593
1,129,0,-0.346525086517886
1,13,0.0439415390871158,-0.381477715300038
1,130,0.105341189918104,0.357431123734043
1,131,-0.0625367343802266,0.0456107447490865
1,132,0.00891477435274713,-0.321555329778997
1,133,0.00221204571677134,-0.271275530659563
1,134,-0.087540158768878,-0.0263213788901553
1,135,0.166106527704554,0.167977085763682
1,136,-0.200228125021911,-0.418775922429132
1,137,0.0207853768957394,-0.388679957347503
1,138,0,0.102923498202331
1,139,0.00772322786108002,-0.232823569197936
1,14,-0.0123767951063432,8.17778211481967e-05
1,140,0,-0.0317200544692435
1,141,0.075480715631112,0.0356068141332684
1,142,0.0787587359819127,0.205750746535832
1,143,0.0507133241666894,0.203054954081441
1,144,0,0.120646209222823
1,145,-0.0435478745056825,0.0665863995885786
1,146,0,0.235996913945376
1,147,-0.0214805226612207,-0.0349370929944973
1,148,-0.0557444946818917,-0.341503467872419
1,149,-0.147513064382378,-0.428747797507823
1,15,0,0.403517198435759
1,150,-0.0686133324123109,0.0790066405119757
1,151,0,0.307105405673913
1,152,0.0257524773797033,-0.278898348018934
1,153,0,-0.332371439733415
1,154,0.324453554590129,0.0365367988302863
1,155,0,0.408960376643602
1,156,0,0.26174383532955
1,157,0,0.440711632365337
1,158,-0.129360078482873,0.23215881599987
1,159,0,0.17831348298017
1,16,0,-0.124844128697372
1,160,0,-0.224075330563243
1,161,0,-0.277767286802015
1,162,0,-0.0911441095007827
1,163,-0.0316023132809917,-0.0909813206491844
1,164,-0.112210370856903,0.229757407638259
1,165,-0.177691350528007,-0.762594969420969
1,166,-0.0096321088202079,0.119687096673172
1,167,0.0650493166973701,-0.0465930466183859
1,168,0,0.0426383596639649
1,169,0.0834323214406751,0.0242780962459331
1,17,-0.0682043737781098,0.152895498197111
1,170,0,0.061556907341364
1,171,0,0.471196079319643
1,172,-0.0456155617321034,-0.14336632425356
1,173,0,-0.244024416775182
1,174,-0.133392928753591,-0.49523419485069
1,175,0,0.187485450067854
1,176,-0.00898448636636319,0.304914334368808
1,177,0.300585299280254,0.402000053031238
1,178,0,-0.0349886338056413
1,179,0,0.157467551986698
1,18,0,-0.437124578441603
1,180,0,-0.515317510419593
1,181,-0.0334101066891761,-0.282943912221807
1,182,-0.0801796488137019,-0.171255124938809
1,183,0,-0.60398373383337
1,184,0,-0.335857316013228
1,185,0.0576657755170817,-0.258155782265884
1,186,0,-0.43480008348957
1,187,0,-0.238567724069636
1,188,-0.0631183147318295,-0.140163997068129
1,189,-0.0171812620250884,0.324088223137549
1,19,0,-0.18000523454867
1,190,0,-0.371762418902164
1,191,0.0105363310074055,0.101997708368783
1,192,0,-0.22623260978718
1,193,0,-0.311290100154268
1,194,-0.135174032865532,0.251955710851054
1,195,0.0154210310009712,0.59428411387945
1,196,0.0827213589801709,-0.158256429176663
1,197,-0.166982498237059,-0.363432860335281
1,198,-0.0478771283501264,0.325206270083124
1,199,0,-0.0740666528367965
1,2,0.0554928551045839,0.224111746047894
1,20,0,-0.13027369601675
1,200,-0.167581483100449,0.20168169537725
1,21,-0.0754180812570359,0.0248017364672993
1,22,0.0404881358206012,0.333246123630172
1,23,0.0802008171368429,-0.145662025310956
1,24,-0.0245595316287292,-0.180598105801517
1,25,-0.0151235281452815,-0.288075424680957
1,26,-0.076389516066545,-0.26598051258516
1,27,-0.0526216721015125,0.319624183310425
1,28,-0.0592423497347201,-0.14167758401249
1,29,0.0357516598422662,-0.0968565464322197
1,3,0.153661235374728,0.198984889761062
1,30,0,-0.454533759882445
1,31,-0.0500102924544212,-0.0395776445446418
1,32,0,0.180645579275921
1,33,-0.00233616309522344,-0.565705703827275
1,34,0.0340770015755985,0.154871561936728
1,35,0,0.28452614932252
1,36,0.000935459470254133,0.0184311040668496
1,37,0,-0.143171358904411
1,38,0.126681956471848,-0.452608984899056
1,39,-0.0520303992815574,-0.28136403559112
1,4,0.227653031038048,0.442563594613834
1,40,0,-0.056434106715926
1,41,0,-0.321809371266424
1,42,0.0369938471386076,0.024893698225554
1,43,0,0.0124258436549453
1,44,-0.0664586680222152,0.266340896814134
1,45,0.0827288150273268,0.0894661133181343
1,46,0.12764426957569,-0.0130387763506789
1,47,0.0151912461512689,-0.196143170877882
1,48,0,0.22718884430563
1,49,-0.1801786171746,-0.437624867810886
1,5,0.149187566954307,0.467007090387672
1,50,0.0978052456472029,-0.314793591052896
1,51,-0.0736027322505345,-0.0190163507948506
1,52,-0.126875061021175,-0.328435239362462
1,53,-0.178032671544221,-0.575923233642354
1,54,-0.056331148463242,0.392778437871753
1,55,0,0.512099892323918
1,56,0.0138461073416703,0.258162381491978
1,57,-0.0174936286081437,0.39259116198636
1,58,-0.0634107895802991,0.207278530844207
1,59,0.00230940227643513,-0.186552532636893
1,6,-0.106130184665644,-0.213869969652299
1,60,-0.0803351102852105,-0.379680785723842
1,61,0.0239544985217884,0.301618501951885
1,62,-0.0349531237700479,0.248406714930255
1,63,0.0258392536195009,-0.178624709220555
1,64,0,0.20087018797691
1,65,0,-0.492983585363044
1,66,0,0.332445947234212
1,67,0,-0.459773865260283
1,68,-0.072326577998131,0.0232750026443557
1,69,0.0677360779505495,-0.32501578322181
1,7,0,-0.477727611760753
1,70,0.105005138647983,0.261422042379405
1,71,0,0.192425532860515
1,72,0,-0.293177452620264
1,73,-0.0724527578510836,-0.25958457580292
1,74,0.0338843053672411,0.133416333374661
1,75,0.144313969565196,0.104822947902936
1,76,0,-0.116323049180996
1,77,0,0.0287394899575877
1,78,0,0.104914064235781
1,79,0.0344999428366384,-0.216302915534452
1,8,-0.0899367138014256,0.212459622550508
1,80,0.213318849104159,0.500658362023493
1,81,-0.114252413806702,0.00349557313394785
1,82,0.117740055142439,0.780166656648054
1,83,-0.232693654416706,-0.206881437586822
1,84,-0.0689939792598848,-0.248717476960519
1,85,0.0409802509576345,-0.241770941295777
1,86,0.0441958126427179,-0.0943146758834991
1,87,-0.0705728049140997,0.0529122140764468
1,88,0.108334730177722,0.460196500753844
1,89,0,0.0153026455249624
1,9,0,-0.0825021524122952
1,90,0.0579657159128353,0.531831884827647
1,91,0.0669085356061802,0.131101295196443
1,92,-0.191090443507809,0.284657417296985
1,93,-0.0278163524920429,-0.243206934402361
1,94,-0.00226338420985757,-0.200931006112476
1,95,0,-0.0291477483759187
1,96,-0.337462807781494,-0.182475656720207
